group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
0,G0s2,102.76837,3.7623389,0.0,0.0,0.9306154016130814,0.24918143841029694
0,Gm49513,100.20058,3.626439,0.0,0.0,0.9071925754060325,0.22829400474201197
0,Thrsp,87.867905,3.513606,0.0,0.0,0.8044414981769971,0.16580106130744043
0,Dgat2,86.65236,3.2354631,0.0,0.0,0.831178875262402,0.22434232810206617
0,Acacb,85.33231,3.2121227,0.0,0.0,0.8378079770191139,0.24133453765383311
0,Pacrg,82.8081,3.7912834,0.0,0.0,0.721688211247376,0.11821158405780738
0,B3galt2,81.35645,3.1245475,0.0,0.0,0.7782565462379848,0.1892853110534041
0,4732471J01Rik,76.958145,2.9868693,0.0,0.0,0.7402496961661695,0.16613977644800723
0,2810004N23Rik,75.74411,3.4881816,0.0,0.0,0.6689868522815159,0.10912272778593203
0,Slc22a23,75.389145,2.897562,0.0,0.0,0.7473207380399955,0.1851078243197471
0,Fasn,75.35422,3.013534,0.0,0.0,0.7295326483261518,0.16190583719092244
0,Adam12,73.5638,2.7506776,0.0,0.0,0.7743895702132361,0.21926160099356443
0,Slc36a2,72.32152,3.0615666,0.0,0.0,0.6790409899458624,0.13842158744495878
0,Gnpat,71.95274,2.6904948,0.0,0.0,0.7362722351121423,0.19634187648187873
0,Myl1,71.67336,2.512696,0.0,0.0,0.7875372886973815,0.24347973354408942
0,Mlxipl,70.85622,2.4788563,0.0,0.0,0.7803557617942769,0.24545557186406233
0,Echdc1,69.47636,2.8784313,0.0,0.0,0.6738481935697713,0.15592186970757593
0,Gm15581,67.80806,3.566808,0.0,0.0,0.5845762899127168,0.07993677317376087
0,Dgat1,67.78056,2.5321038,0.0,0.0,0.7136228041100431,0.19165631703737157
0,Ephx2,67.64108,2.7623992,0.0,0.0,0.6690973373107943,0.16354296037032856
0,Gm31356,67.364204,4.178094,0.0,0.0,0.5541929068611203,0.05611380828723044
0,Rgs7,67.00735,3.040875,0.0,0.0,0.6345155231466136,0.1379699672575364
0,Agpat2,66.06064,2.9260106,0.0,0.0,0.6224726549552536,0.12030032742463588
0,Mat2a,65.59236,2.3741574,0.0,0.0,0.7276544028284168,0.23873772157615444
0,Hk2,65.33368,2.602063,0.0,0.0,0.6639045409347033,0.16732527943999095
0,Il15ra,64.63196,2.6123486,0.0,0.0,0.6534084631532427,0.1605509766286553
0,B430010I23Rik,64.00072,2.997723,0.0,0.0,0.5959562479284057,0.11488088517556735
0,Pmepa1,63.27226,2.371279,0.0,0.0,0.691194343166501,0.20836626397199956
0,Mmd,61.823063,2.25199,0.0,0.0,0.7111921334659154,0.2397538669978548
0,Ywhag,61.77737,2.2156491,0.0,0.0,0.7090929179096233,0.22987467539799028
0,Gm16163,61.700798,3.009876,0.0,0.0,0.5662357750524804,0.10189680478717399
0,Aifm2,59.603397,2.5077446,0.0,0.0,0.6013700143630538,0.14237326408490458
0,Gm3289,59.569218,2.158563,0.0,0.0,0.6959451994254778,0.2318505137179632
0,Adhfe1,59.09475,2.1660836,0.0,0.0,0.6773837145066843,0.21288246584622333
0,Miga2,58.424942,2.41501,0.0,0.0,0.6034692299193459,0.15281698091904708
0,Ces1d,58.359425,2.1297846,0.0,0.0,0.6868854270246382,0.23134244100711301
0,Gm30270,57.82889,4.236995,0.0,0.0,0.4664677936139653,0.0365812351812126
0,Acss2,57.599182,2.808192,0.0,0.0,0.5524251463926638,0.12154228294004742
0,Lrig1,57.118824,2.1775637,0.0,0.0,0.6513092475969506,0.21158405780738399
0,Pnpla2,56.664963,2.233586,0.0,0.0,0.618826648989062,0.1748899175793158
0,Gys1,56.548294,2.3474295,0.0,0.0,0.5921997569329356,0.15326860110646945
0,Gstz1,56.386307,2.328658,0.0,0.0,0.5910949066401503,0.15366376877046403
0,Pfkfb1,56.235218,2.0082936,0.0,0.0,0.6856700917025743,0.23128598848368523
0,Pex13,56.175037,2.2179897,0.0,0.0,0.6117556071152359,0.17302698430619848
0,Cluh,56.02976,2.1815026,0.0,0.0,0.6161750082863772,0.17528508524331038
0,Ppp2r1b,55.92348,2.3852901,0.0,0.0,0.5773947630096122,0.14609913063113922
0,Hmgcs1,55.407204,2.5061097,0.0,0.0,0.5585018230029831,0.13915547024952016
0,Gm15414,55.3444,4.0782795,0.0,0.0,0.44956358413434977,0.03844416845432991
0,Pik3cb,55.335033,2.114525,0.0,0.0,0.6314219423268147,0.19730156938015128
0,Mrap,55.27022,2.4673645,0.0,0.0,0.5559606673295768,0.1319295472507621
0,Me1,54.78467,2.1684008,0.0,0.0,0.6191581040768975,0.1947047533024726
0,Mpc1,54.463703,2.1699483,0.0,0.0,0.5990498287482047,0.1724624590719205
0,Nabp1,54.02046,2.086934,0.0,0.0,0.6349574632637278,0.21926160099356443
0,B3galt1,53.90091,2.5818937,0.0,0.0,0.5482267152800796,0.14779270633397312
0,Gpat3,53.82423,2.1122544,0.0,0.0,0.6203734393989614,0.19837416732527943
0,Gpd1,53.72027,3.3865411,0.0,0.0,0.4627113026184952,0.06113808287230439
0,Hsd17b4,53.42453,2.0408876,0.0,0.0,0.6156225831399845,0.19159986451394379
0,Ak2,52.79614,1.9981601,0.0,0.0,0.6148491879350348,0.19244665236536074
0,A830018L16Rik,52.75542,3.1191893,0.0,0.0,0.4711081648436637,0.07508185615897031
0,Gm20532,52.59872,2.7877665,0.0,0.0,0.489006739586786,0.08987241729705318
0,C9orf72,52.33131,2.0252914,0.0,0.0,0.6083305712076014,0.19622897143502316
0,Hibch,52.1693,2.0750484,0.0,0.0,0.5871174455861231,0.17505927514959918
0,Arl4a,51.853188,2.1424034,0.0,0.0,0.5692188708430008,0.16472846336231228
0,Hsd17b12,51.82914,1.9886125,0.0,0.0,0.6128604574080212,0.2069549508863046
0,Tmem120b,51.76577,1.8579167,0.0,0.0,0.657606894265827,0.23410861465507507
0,2900052L18Rik,51.177692,3.0091805,0.0,0.0,0.45796044635951827,0.07259794512814723
0,Ppip5k1,50.770145,2.0385664,0.0,0.0,0.575074577394763,0.1746641074856046
0,Klhl24,50.39564,1.8027202,0.0,0.0,0.6456745111037454,0.2374957660607429
0,Aldh6a1,50.368847,1.775786,0.0,0.0,0.6518616727433433,0.23766512363102632
0,Ormdl3,50.30572,2.9812312,0.0,0.0,0.4492321290465142,0.06881562605848482
0,Snhg7,50.285522,2.8919413,0.0,0.0,0.4572975361838471,0.07660607429152083
0,Angptl4,50.070614,2.3368838,0.0,0.0,0.5074577394763009,0.1178728689172406
0,Pank3,49.824715,1.7746902,0.0,0.0,0.6515302176555077,0.24562492943434572
0,Bcl6,49.82334,2.0317426,0.0,0.0,0.5657938349353663,0.1728011742124873
0,Apmap,49.748116,2.6487525,0.0,0.0,0.47011379958015687,0.09088856271875353
0,Tkt,49.7079,2.0695703,0.0,0.0,0.5554082421831842,0.16371231794061195
0,Tmem120a,49.70072,2.0381937,0.0,0.0,0.5558501823002983,0.16139776448007226
0,Fgf10,49.55945,2.0831695,0.0,0.0,0.5539719368025633,0.16405103308117872
0,Prxl2a,49.155483,2.2240736,0.0,0.0,0.5136449011158988,0.13063113921192276
0,Gm35552,49.07877,2.1416044,0.0,0.0,0.5325378411225279,0.14926047194309586
0,Chp1,49.009735,1.7259426,0.0,0.0,0.6519721577726219,0.24703624252004064
0,Pygb,48.427933,2.1314843,0.0,0.0,0.5291128052148933,0.15603477475443153
0,Med12l,48.3732,1.7777603,0.0,0.0,0.628991271682687,0.23258439652252455
0,Cyp4f17,48.310738,2.5958812,0.0,0.0,0.4617169373549884,0.09529185954612171
0,Ddhd2,48.27661,1.9570369,0.0,0.0,0.5594961882664898,0.179010951789545
0,Ggact,47.920372,2.788762,0.0,0.0,0.44127720693845984,0.07818674494749915
0,Apol6,47.773575,1.7814083,0.0,0.0,0.5957352778698486,0.20238229648865305
0,Cd1d1,47.764935,1.7129472,0.0,0.0,0.6272235112142305,0.2278988370780174
0,Aco1,47.753292,1.8547834,0.0,0.0,0.576731852833941,0.19549508863046178
0,Ifi27,47.643852,2.5217078,0.0,0.0,0.45718705115456854,0.0912272778593203
0,Cyb5b,47.627415,1.7426337,0.0,0.0,0.6167274334327698,0.23010048549170148
0,Mtch2,47.256905,2.0058177,0.0,0.0,0.5267926196000442,0.1543411990515976
0,Idh1,47.109276,2.0345285,0.0,0.0,0.5208264280190035,0.150333069888224
0,4931406C07Rik,46.91726,2.1332276,0.0,0.0,0.4995028173682466,0.13446991080501297
0,Uck1,46.892212,2.7211435,0.0,0.0,0.43321179980112695,0.07638026419780965
0,5330438D12Rik,46.673,2.383083,0.0,0.0,0.46226936250138106,0.10234842497459637
0,Apoe,46.52158,1.4814872,0.0,0.0,0.642470445254668,0.2276730269843062
0,Mapk6,46.357273,1.708121,0.0,0.0,0.6109822119102861,0.23631026306875919
0,Mccc2,46.23654,1.8856907,0.0,0.0,0.5389459728206828,0.17026081065823642
0,Gm13544,46.019455,4.288224,0.0,0.0,0.3679151474975141,0.025685898159647735
0,6430590A07Rik,45.850304,2.430034,0.0,0.0,0.4462490332559938,0.09517895449926611
0,Aoc3,45.833374,1.6504909,0.0,0.0,0.605126505358524,0.22005193632155357
0,Cpne2,45.825954,2.6675456,0.0,0.0,0.42956579383493537,0.08326747205600091
0,Sfxn1,45.70443,1.6179641,0.0,0.0,0.62877030162413,0.2484475556057356
0,Ptpa,45.64494,1.7650921,0.0,0.0,0.5625897690862888,0.1927853675059275
0,Ces1f,45.61424,2.7462828,0.0,0.0,0.419732626229146,0.07304956531556961
0,Acbd4,45.462376,2.6242757,0.0,0.0,0.42614075792730083,0.07999322569718867
0,Mknk2,45.32356,2.5127404,0.0,0.0,0.43387470997679817,0.08784012645365248
0,Gm35188,45.155144,2.558226,0.0,0.0,0.428239973483593,0.08321101953257311
0,Clmp,44.81873,2.081482,0.0,0.0,0.49066401502596396,0.14378457717059953
0,Piezo1,44.764168,1.808326,0.0,0.0,0.534416086620263,0.17381731963418764
0,Tmeff1,44.727978,2.2326713,0.0,0.0,0.46215887747210255,0.11821158405780738
0,Sycp3,44.686306,3.5589447,0.0,0.0,0.3739918241078334,0.0405893643445862
0,Ppm1a,44.659542,1.6753675,0.0,0.0,0.5773947630096122,0.21209213051823417
0,Reep5,44.643284,1.895137,0.0,0.0,0.5119876256767208,0.15676865755899289
0,Napepld,44.439922,2.5648494,0.0,0.0,0.4215003866976025,0.08366263971999548
0,A530020G20Rik,44.360428,1.7726958,0.0,0.0,0.5360733620594409,0.17737382861013887
0,Adig,44.35649,2.5333433,0.0,0.0,0.4195116561705889,0.07965451055662189
0,Cenpv,44.334583,2.4929209,0.0,0.0,0.4240415423710087,0.08467878514169583
0,Atp5a1,44.32292,2.105627,0.0,0.0,0.46558391337973704,0.11764705882352941
0,Ell2,44.08384,1.7584143,0.0,0.0,0.5406032482598608,0.18657558992886983
0,Tspan18,43.911682,2.276025,0.0,0.0,0.4424925422605237,0.10443716834142486
0,Amotl1,43.87071,1.9012603,0.0,0.0,0.5011600928074246,0.15496217680930338
0,Clpx,43.70066,1.6622539,0.0,0.0,0.5613744337642249,0.20509201761318732
0,Dot1l,43.58732,2.0614064,0.0,0.0,0.46392663794055905,0.12306650107259795
0,Ginm1,43.543827,2.2514849,0.0,0.0,0.4380731410893824,0.10212261488088517
0,Srebf1,43.28399,1.9874837,0.0,0.0,0.4712186498729422,0.13034887659478378
0,Larp1,43.2618,1.5603093,0.0,0.0,0.5921997569329356,0.23139889353054083
0,Sfxn5,43.116352,1.8146957,0.0,0.0,0.5087835598276433,0.1650107259794513
0,Zscan26,43.034306,1.709849,0.0,0.0,0.5315434758590211,0.1828497233826352
0,Noct,43.020863,2.0775976,0.0,0.0,0.4567451110374544,0.12278423845545895
0,Cgnl1,42.97234,1.580097,0.0,0.0,0.5829190144735389,0.22383425539121599
0,Rnf24,42.900024,2.1604095,0.0,0.0,0.4439288476411446,0.11126792367618833
0,Zkscan3,42.835007,1.6399184,0.0,0.0,0.5522041763341067,0.20221293891836964
0,Cox4i1,42.74478,1.9116274,0.0,0.0,0.4730968953706773,0.13130856949305633
0,Sh2b2,42.70231,2.303263,0.0,0.0,0.42315766213678047,0.09484023935869933
0,Mccc1,42.70093,2.3081708,0.0,0.0,0.4237100872831731,0.09484023935869933
0,Cebpa,42.68901,2.4454474,0.0,0.0,0.4094575185062424,0.081291633736028
0,Rbp4,42.54716,2.2836738,0.0,0.0,0.42238426693183073,0.09196116066388167
0,Gm57315,42.429996,2.8048863,0.0,0.0,0.38327256656723013,0.06238003838771593
0,Marchf5,42.420517,1.8147094,0.0,0.0,0.4937575958457629,0.15558315456700914
0,Atrn,42.411022,1.5630449,0.0,0.0,0.5801568887415756,0.2294795077339957
0,Cs,42.00704,1.9206935,0.0,0.0,0.46635730858468677,0.13542960370328555
0,Acp5,41.94028,3.218646,0.0,0.0,0.35907634515523146,0.0446539460313876
0,Pus10,41.913162,1.6681352,0.0,0.0,0.5236990387802453,0.1833013435700576
0,9630028H03Rik,41.80189,3.6707041,0.0,0.0,0.3455971715832505,0.03313763125211697
0,Phldb1,41.73915,1.5999335,0.0,0.0,0.5444702242846094,0.19978548041097438
0,Snhg20,41.69007,2.051273,0.0,0.0,0.43950944647000334,0.11228406909788867
0,Dlg2,41.544712,1.6621758,0.0,0.0,0.5345265716495415,0.19831771480185165
0,Trarg1,41.417126,2.0830345,0.0,0.0,0.433432769859684,0.11030823077791577
0,Bag4,41.165737,2.2322924,0.0,0.0,0.41476079991161197,0.09822739076436716
0,Pex11a,41.13754,2.9217443,0.0,0.0,0.36371671638492986,0.05317827706898498
0,Cdip1,41.12583,1.5598155,0.0,0.0,0.5493315655728649,0.2110759850965338
0,Trf,41.12141,1.6112074,0.0,0.0,0.5434758590211026,0.20593880546460427
0,Mpp1,41.11541,1.8969792,0.0,0.0,0.4647000331455088,0.14417974483459411
0,Aacs,40.858715,1.9648349,0.0,0.0,0.45155231466136336,0.13328440781302925
0,Syap1,40.837044,1.6322318,0.0,0.0,0.510993260413214,0.17635768318843853
0,Cnst,40.570724,2.024433,0.0,0.0,0.4339851950060767,0.11843739415151858
