names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,Significant
Leng1,-3.4898076,-2.134633,0.00048336824486616844,0.004978920266086197,0.011857707509881422,Significant
Adcy10,-3.4899893,-3.3464494,0.00048303984979022,0.004976437866275542,0.003952569169960474,Significant
Mrps24,-3.4902651,-2.6981354,0.0004825415736663806,0.004972204080010383,0.007905138339920948,Significant
Fzd3,-3.49118,-1.325392,0.00048089218563192863,0.004956105328881022,0.026877470355731226,Significant
Cdc42ep4,-3.4929423,-1.2478791,0.000477729500934502,0.004925293411680513,0.026877470355731226,Significant
9030025P20Rik,-3.4942677,-3.3767278,0.000475364241901287,0.004901795599076636,0.005533596837944664,Significant
P4hb,-3.4964404,-1.0228817,0.0004715098019665952,0.004862930562177123,0.04031620553359684,Significant
Rsf1os2,-3.4965549,-3.540718,0.00047130774655496197,0.004861727245758349,0.0047430830039525695,Significant
Ppa2,-3.498243,-1.047259,0.00046833384287508134,0.0048319255928882055,0.03873517786561265,Significant
Gm13091,-3.5050037,-4.6302347,0.0004566008846773942,0.004716000539527572,0.0023715415019762848,Significant
Itfg2,-3.5067258,-1.6622695,0.0004536563348100267,0.004686437837521359,0.018972332015810278,Significant
Lysmd3,-3.5084882,-1.283419,0.00045066112755975094,0.004657186073390159,0.030039525691699605,Significant
Galc,-3.5089457,-1.2566277,0.00044988676769437767,0.004650027670953995,0.025296442687747035,Significant
Slx1b,-3.5093493,-1.7632163,0.000449204540402362,0.004643819124010693,0.019762845849802372,Significant
Gm26533,-3.5102642,-2.6911106,0.00044766173157667605,0.00462955079144706,0.007905138339920948,Significant
Lrrc51,-3.5103045,-1.6181433,0.00044759378051890817,0.00462955079144706,0.020553359683794466,Significant
Pcid2,-3.5137286,-1.1389561,0.0004418641869901521,0.00457125520919445,0.03241106719367589,Significant
Odad1,-3.5151277,-1.2183383,0.00043954258468517984,0.004548890278909274,0.02766798418972332,Significant
Fbxo46,-3.5151343,-1.765166,0.0004395314506892839,0.004548890278909274,0.019762845849802372,Significant
A730049H05Rik,-3.5156457,-3.0249279,0.00043868603691178535,0.004542502569156932,0.005533596837944664,Significant
Ptdss2,-3.5178587,-1.601759,0.0004350437639016633,0.004505606940764753,0.017391304347826087,Significant
Gm49971,-3.517953,-2.0510173,0.0004348894015646087,0.004504827617698814,0.012648221343873518,Significant
2810001A02Rik,-3.5195136,-3.5140274,0.000432338829919953,0.004480852805692036,0.0047430830039525695,Significant
Ntmt1,-3.520442,-1.0577042,0.00043082831087590506,0.004466010349460206,0.030039525691699605,Significant
Zfp146,-3.5207176,-1.106491,0.0004303804837800841,0.004462180467392893,0.03241106719367589,Significant
Kyat1,-3.5209398,-1.8436438,0.00043002035330082244,0.004459258593571686,0.015810276679841896,Significant
Ptcd1,-3.523664,-2.7094777,0.00042562342488005304,0.0044160756989969204,0.0071146245059288534,Significant
Nelfa,-3.5247471,-1.0718261,0.00042388719975168266,0.004399664790568822,0.034782608695652174,Significant
Arpc5l,-3.5272899,-1.4890614,0.00041983680242549447,0.004360008638867424,0.023715415019762844,Significant
4930599N23Rik,-3.5307813,-1.5067908,0.0004143343998584206,0.004306007494495041,0.022134387351778657,Significant
Zfp330,-3.532584,-1.377164,0.0004115195224938786,0.004280660053036891,0.023715415019762844,Significant
Alg5,-3.5401652,-1.5455043,0.00039987669230411005,0.004161070675527838,0.02450592885375494,Significant
Acp1,-3.5401988,-1.0404873,0.0003998257308279884,0.004161070675527838,0.037944664031620556,Significant
Tti1,-3.5423715,-1.0935813,0.0003965464464926728,0.004128680052978476,0.03399209486166008,Significant
Ctsz,-3.5453448,-1.4365549,0.0003920997138133753,0.004084623088958544,0.025296442687747035,Significant
Cln3,-3.547881,-1.8658687,0.00038834377665873253,0.004046977120557263,0.015019762845849802,Significant
Gm5817,-3.549213,-1.9807698,0.00038638465453133623,0.004028035264311391,0.013438735177865613,Significant
Ttc1,-3.5508475,-1.552168,0.0003839929011167469,0.0040053012973967185,0.023715415019762844,Significant
Gemin2,-3.5515807,-2.8857858,0.00038292455853838534,0.003994889572688567,0.007905138339920948,Significant
Zdhhc7,-3.5524216,-2.0217652,0.00038170281482069734,0.0039828733697462575,0.015019762845849802,Significant
Mrpl4,-3.553101,-2.8424206,0.00038071830807057084,0.003973328661995303,0.0071146245059288534,Significant
Rpl18a,-3.5554082,-2.227605,0.00037739257186457896,0.0039400642527577905,0.011067193675889328,Significant
Tmem70,-3.55709,-1.7632626,0.00037498569668452907,0.003915653870330785,0.01818181818181818,Significant
Dcps,-3.5584555,-1.0527769,0.0003730418782737188,0.0038967854688651297,0.03399209486166008,Significant
Gm2a,-3.559875,-1.9751472,0.00037103144255419036,0.003877207078450753,0.015019762845849802,Significant
Scoc,-3.5617921,-1.5082226,0.0003683320026781032,0.003851118722822966,0.020553359683794466,Significant
4933433G15Rik,-3.563077,-3.5375135,0.0003665331925809666,0.0038337190519384307,0.005533596837944664,Significant
2410004B18Rik,-3.5660636,-2.548181,0.00036238335502424837,0.003792404083520626,0.010276679841897233,Significant
Egfros,-3.5668306,-2.0925686,0.00036132496674334103,0.0037827183179504655,0.018972332015810278,Significant
Irgm2,-3.570981,-2.7114995,0.0003556466535796757,0.003725326729484973,0.0071146245059288534,Significant
Gpr156,-3.5736651,-1.5875853,0.0003520191670304916,0.003688007983419176,0.020553359683794466,Significant
Pcbp1,-3.576349,-1.6710305,0.0003484263083057285,0.003653727886047235,0.021343873517786563,Significant
Gm55594,-3.5768805,-3.1083174,0.0003477190205579461,0.0036476545227689776,0.0071146245059288534,Significant
Zfp703,-3.5776675,-1.8448825,0.0003466739854259292,0.0036387029316383105,0.016600790513833993,Significant
BC051226,-3.5777214,-3.399512,0.0003466026374479749,0.0036386247748755787,0.003952569169960474,Significant
Zfp783-1,-3.5809705,-1.2620263,0.00034232036300013306,0.003596321732396785,0.0308300395256917,Significant
Blvra,-3.5838697,-1.0569072,0.000338540958857062,0.0035585860694627965,0.03636363636363636,Significant
Elmo2,-3.5867891,-1.0719095,0.0003347747231185211,0.003519646881294629,0.03557312252964427,Significant
Gtpbp1,-3.5880134,-1.5184233,0.00033320703156885275,0.0035038119269735998,0.023715415019762844,Significant
Dvl3,-3.5892243,-1.5792563,0.00033166332607003843,0.003489512462999641,0.023715415019762844,Significant
